Symbol,Month,DeliveryPct,TotalDelivQty,TotalTrdQty,Days
ARVIND,2026-05,25.17,7752099,30799983,18
ARVINDFASN,2026-03,36.27,637518,1757874,2
ARVINDFASN,2026-04,58.05,3606158,6212334,23
ARVINDFASN,2026-05,35.81,4413143,12325334,18
ARVSMART,2026-03,52.79,121018,229226,2
ARVSMART,2026-04,10.25,1087046,10609079,23
ARVSMART,2026-05,24.76,440494,1779046,18
ASAHIINDIA,2026-03,39.71,130226,327976,2
ASAHIINDIA,2026-04,44.32,1462675,3299983,23
ASAHIINDIA,2026-05,35.04,944025,2694286,18
ASAHISONG,2026-03,61.24,15658,25568,2
ASAHISONG,2026-04,44.38,182015,410174,23
ASAHISONG,2026-05,48.26,246664,511116,18
ASAL,2026-03,62.63,35212,56224,2
ASAL,2026-04,24.17,351288,1453477,23
ASAL,2026-05,43.5,306985,705764,18
ASALCBR,2026-03,54.37,90418,166314,2
ASALCBR,2026-04,43.91,449393,1023431,23
ASALCBR,2026-05,41.39,257623,622472,18
ASHAPURMIN,2026-03,46.16,589508,1277000,2
ASHAPURMIN,2026-04,26.15,5563437,21275183,23
ASHAPURMIN,2026-05,38.93,4972902,12773711,18
ASHIANA,2026-03,58.34,78668,134848,2
ASHIANA,2026-04,24.73,984651,3981265,23
ASHIANA,2026-05,47.83,807037,1687244,18
ASHIKA,2026-04,46.73,443673,949528,10
ASHIKA,2026-05,23.94,442797,1849527,18
ASHIMASYN,2026-03,69.51,240802,346410,2
ASHIMASYN,2026-04,61.34,2470557,4027939,23
ASHIMASYN,2026-05,65.12,1365354,2096566,18
ASHOKA,2026-03,50.85,2847940,5600612,2
ASHOKA,2026-04,35.2,13957781,39653321,23
ASHOKA,2026-05,41.58,7184760,17277289,18
ASHOKAMET,2026-03,59.64,39938,66962,2
ASHOKAMET,2026-04,69.12,637779,922711,23
ASHOKAMET,2026-05,61.25,241394,394134,18
ASHOKLEY,2026-03,60.69,62516350,103016194,2
ASHOKLEY,2026-04,43.74,289929111,662855656,23
ASHOKLEY,2026-05,48.09,195042935,405578314,18
ASIANENE,2026-03,60.75,223316,367576,2
ASIANENE,2026-04,42.94,1541323,3589267,23
ASIANENE,2026-05,30.5,4566389,14973964,18
ASIANHOTNR,2026-03,45.24,54222,119846,2
ASIANHOTNR,2026-04,55.42,152561,275269,23
ASIANHOTNR,2026-05,69.44,167480,241184,18
ASIANPAINT,2026-03,45.12,1365798,3027130,2
ASIANPAINT,2026-04,51.86,17213073,33193358,23
ASIANPAINT,2026-05,48.97,9726176,19860404,18
ASIANTILES,2026-03,28.13,1577558,5608024,2
ASIANTILES,2026-04,29.9,53548555,179120774,23
ASIANTILES,2026-05,47.53,17414015,36636296,18
ASKAUTOLTD,2026-03,43.13,341870,792712,2
ASKAUTOLTD,2026-04,64.62,4030380,6236761,23
ASKAUTOLTD,2026-05,44.85,1371247,3057157,18
ASMS,2026-03,85.11,7607128,8937620,2
ASMS,2026-04,36.19,19137366,52879814,23
ASMS,2026-05,48.0,7474370,15572795,18
ASPINWALL,2026-03,87.97,21318,24234,2
ASPINWALL,2026-04,77.46,58953,76110,23
ASPINWALL,2026-05,78.76,35785,45436,18
ASTAR,2026-04,82.87,561,677,10
ASTAR,2026-05,54.58,2036,3730,17
ASTEC,2026-03,42.49,167282,393670,2
ASTEC,2026-04,12.86,1042145,8103401,23
ASTEC,2026-05,13.73,482827,3517535,18
ASTERDM,2026-03,51.36,785852,1530016,2
ASTERDM,2026-04,51.79,6669229,12876661,23
ASTERDM,2026-05,30.59,7293951,23847709,18
ASTRAL,2026-03,43.13,640252,1484436,2
ASTRAL,2026-04,39.49,8409498,21296112,23
ASTRAL,2026-05,39.15,4514708,11531574,18
ASTRAMICRO,2026-03,47.48,514318,1083226,2
ASTRAMICRO,2026-04,43.05,4525248,10512762,23
ASTRAMICRO,2026-05,27.3,6494646,23789727,18
ASTRAZEN,2026-03,52.56,14598,27774,2
ASTRAZEN,2026-04,31.94,87453,273784,23
ASTRAZEN,2026-05,48.48,95767,197543,18
ASTRON,2026-03,95.85,176762,184424,2
ASTRON,2026-04,74.4,1113490,1496662,12
ATALREAL,2026-03,19.05,1778726,9337756,2
ATALREAL,2026-04,22.87,23831681,104188757,23
ATALREAL,2026-05,26.18,20448828,78108708,18
ATAM,2026-03,75.32,40540,53822,2
ATAM,2026-04,65.02,179923,276733,23
ATAM,2026-05,57.67,235789,408849,18
ATGL,2026-03,17.91,1162114,6489462,2
ATGL,2026-04,16.13,16345793,101310310,23
ATGL,2026-05,15.35,21123472,137591912,18
ATHERENERG,2026-03,31.54,2283928,7240788,2
ATHERENERG,2026-04,21.35,32385877,151706298,23
ATHERENERG,2026-05,32.33,26902452,83206139,18
ATL,2026-03,56.88,811058,1425806,2
ATL,2026-04,52.35,3239653,6188062,23
ATL,2026-05,54.13,1877133,3467512,18
ATLANTAA,2026-03,67.71,148598,219468,2
ATLANTAA,2026-04,55.55,787495,1417752,23
ATLANTAA,2026-05,49.45,1618997,3273690,18
ATLANTAELE,2026-03,28.2,108630,385238,2
ATLANTAELE,2026-04,42.77,2900520,6781891,21
ATLANTAELE,2026-05,55.58,1148809,2066946,13
ATLASCYCLE,2026-03,64.57,11538,17870,2
ATLASCYCLE,2026-04,30.31,561808,1853671,23
ATLASCYCLE,2026-05,66.81,111170,166404,18
ATUL,2026-03,58.13,51812,89138,2
ATUL,2026-04,40.38,370033,916485,23
ATUL,2026-05,53.66,275459,513298,18
ATULAUTO,2026-03,50.17,115456,230108,2
ATULAUTO,2026-04,10.39,4160617,40026931,23
ATULAUTO,2026-05,31.3,1708130,5456810,18
AUBANK,2026-03,48.83,4176400,8552816,2
AUBANK,2026-04,48.53,27913280,57521495,23
AUBANK,2026-05,52.73,14685388,27852538,18
AURIGROW,2026-03,48.62,5652874,11625486,2
AURIGROW,2026-04,51.66,121869291,235919162,23
AURIGROW,2026-05,48.13,103422462,214878146,18
AURIONPRO,2026-03,50.7,287456,567028,2
AURIONPRO,2026-04,41.44,1539453,3715049,23
AURIONPRO,2026-05,39.43,2111744,5356284,18
AUROPHARMA,2026-03,50.3,2489596,4949502,2
AUROPHARMA,2026-04,49.1,17060721,34745033,23
AUROPHARMA,2026-05,49.33,12475687,25287829,18
AURUM,2026-03,53.8,109812,204114,2
AURUM,2026-04,43.64,1524260,3492550,23
AURUM,2026-05,59.66,878766,1472835,18
AUSOMENT,2026-04,31.34,90260,287993,5
AUSOMENT,2026-05,48.96,116931,238811,11
AUTOAXLES,2026-03,63.46,21578,34000,2
AUTOAXLES,2026-04,55.61,141216,253950,23
AUTOAXLES,2026-05,35.96,100012,278152,18
AUTOBEES,2026-03,49.43,394210,797454,2
AUTOBEES,2026-04,48.88,4521671,9250078,23
AUTOBEES,2026-05,52.42,3384313,6455970,18
AUTOIETF,2026-03,50.13,797098,1590216,2
AUTOIETF,2026-04,54.76,11221552,20490663,23
AUTOIETF,2026-05,75.19,15479839,20588285,18
AUTOIND,2026-03,60.96,477900,783966,2
AUTOIND,2026-04,60.54,2218479,3664767,23
AUTOIND,2026-05,32.61,3654467,11206136,14
AVADHSUGAR,2026-03,26.4,165458,626794,2
AVADHSUGAR,2026-04,39.76,731684,1840428,16
AVAILFC,2026-04,88.87,20300,22843,10
AVAILFC,2026-05,67.2,50005,74412,18
AVALON,2026-03,46.69,125798,269446,2
AVALON,2026-04,42.74,2037399,4767370,23
AVALON,2026-05,22.3,4250622,19057620,18
AVANTEL,2026-03,26.18,1998342,7634076,2
AVANTEL,2026-04,35.64,15325949,43005418,23
AVANTEL,2026-05,35.27,22680346,64298246,18
AVANTIFEED,2026-03,28.28,187546,663110,2
AVANTIFEED,2026-04,17.39,5142551,29577444,23
AVANTIFEED,2026-05,29.43,2599824,8835308,18
AVG,2026-03,63.09,70626,111936,2
AVG,2026-04,48.14,939352,1951233,23
AVG,2026-05,68.96,436865,633462,18
AVL,2026-03,37.79,145446,384902,2
AVL,2026-04,47.05,2089067,4440168,23
AVL,2026-05,69.77,3290408,4715913,18
AVONMORE,2026-03,49.89,590672,1183958,2
AVONMORE,2026-04,61.94,4170804,6733809,23
AVONMORE,2026-05,52.66,1851802,3516495,18
AVROIND,2026-03,73.57,46198,62796,2
AVROIND,2026-04,51.1,569415,1114236,23
AVROIND,2026-05,62.65,3089658,4931351,18
AVTNPL,2026-03,60.73,123362,203136,2
AVTNPL,2026-04,57.49,754867,1313016,23
AVTNPL,2026-05,59.76,348640,583367,18
AWFIS,2026-03,41.69,1025868,2460670,2
AWFIS,2026-04,33.01,3694316,11191824,23
AWFIS,2026-05,34.31,3440735,10027884,18
AWHCL,2026-03,49.0,242258,494362,2
AWHCL,2026-04,11.5,2039985,17741934,23
AWHCL,2026-05,45.29,740604,1635358,18
AWL,2026-03,40.95,3685500,8999186,2
AWL,2026-04,40.2,35759073,88961701,23
AWL,2026-05,46.67,22314821,47809355,18
AXISBANK,2026-03,47.82,17726646,37069774,2
AXISBANK,2026-04,58.02,108375033,186787906,23
AXISBANK,2026-05,58.91,69784911,118460506,18
AXISBNKETF,2026-03,33.55,4488,13376,2
AXISBNKETF,2026-04,70.15,60046,85601,23
AXISBNKETF,2026-05,67.39,19218,28517,18
AXISBPSETF,2026-03,83.41,205258,246070,2
AXISBPSETF,2026-04,94.87,8787867,9263136,20
AXISCADES,2026-03,64.71,357860,553034,2
AXISCADES,2026-04,48.03,1977621,4117142,23
AXISCADES,2026-05,51.28,1279887,2495661,18
AXISCETF,2026-03,83.17,3340,4016,2
AXISCETF,2026-04,75.7,48233,63718,23
AXISCETF,2026-05,59.76,31555,52801,18
AXISGOLD,2026-03,59.2,6439724,10877812,2
AXISGOLD,2026-04,64.47,28577026,44324327,23
AXISGOLD,2026-05,65.91,18185293,27589647,18
AXISHCETF,2026-03,82.44,6686,8110,2
AXISHCETF,2026-04,78.81,130502,165599,23
AXISHCETF,2026-05,85.87,141629,164940,18
AXISILVER,2026-03,33.58,514590,1532504,2
AXISILVER,2026-04,57.42,8016483,13961410,23
AXISILVER,2026-05,64.19,10584015,16489438,18
AXISNIFTY,2026-03,78.53,373572,475732,2
AXISNIFTY,2026-04,82.57,1013800,1227870,23
AXISNIFTY,2026-05,65.56,174040,265469,18
AXISTECETF,2026-03,66.82,8090,12108,2
AXISTECETF,2026-04,75.13,89103,118594,23
AXISTECETF,2026-05,97.72,1444539,1478244,18
AXISVALUE,2026-03,60.48,365834,604934,2
AXISVALUE,2026-04,73.22,3030367,4138483,23
AXISVALUE,2026-05,70.22,1812760,2581484,18
AXITA,2026-04,67.58,4942943,7314740,20
AXITA,2026-05,56.11,4275056,7619531,18
AXSENSEX,2026-03,34.19,16854,49292,2
AXSENSEX,2026-04,75.91,95123,125304,23
AXSENSEX,2026-05,68.5,47775,69748,18
AYE,2026-03,31.75,374952,1180998,2
AYE,2026-04,27.83,14755594,53023041,23
AYE,2026-05,32.68,11682597,35746394,18
AYMSYNTEX,2026-03,75.99,76500,100670,2
AYMSYNTEX,2026-04,40.31,357965,887942,23
AYMSYNTEX,2026-05,58.24,264667,454455,18
AZAD,2026-03,45.73,289290,632586,2
AZAD,2026-04,39.19,5098906,13010889,23
AZAD,2026-05,40.1,3183885,7939494,18
BAFNAPH,2026-03,97.82,2692,2752,2
BAFNAPH,2026-04,54.64,37295,68252,12
BAFNAPH,2026-05,67.44,12896,19121,7
BAGFILMS,2026-03,92.71,615320,663738,2
BAGFILMS,2026-04,58.17,2317937,3984978,23
BAGFILMS,2026-05,63.06,958078,1519267,18
BAIDFIN,2026-03,83.47,702464,841596,2
BAIDFIN,2026-04,69.7,1714790,2460378,23
BAIDFIN,2026-05,71.06,2058872,2897401,18
BAJAJ-AUTO,2026-03,39.55,257144,650188,2
BAJAJ-AUTO,2026-04,46.47,4672455,10055014,23
BAJAJ-AUTO,2026-05,42.74,3380470,7909273,18
BAJAJCON,2026-03,45.68,521310,1141174,2
BAJAJCON,2026-04,26.95,12941023,48019793,23
BAJAJCON,2026-05,36.45,8793946,24123306,18
BAJAJELEC,2026-03,49.06,162020,330216,2
BAJAJELEC,2026-04,35.72,1259500,3526388,23
BAJAJELEC,2026-05,37.73,1488652,3945285,18
BAJAJFINSV,2026-03,51.17,3348758,6544784,2
BAJAJFINSV,2026-04,55.2,18232336,33027965,23
BAJAJFINSV,2026-05,56.25,9842585,17497319,18
BAJAJHCARE,2026-03,55.09,210792,382612,2
BAJAJHCARE,2026-04,46.91,1373178,2927539,23
BAJAJHCARE,2026-05,43.92,1822363,4149369,18
BAJAJHFL,2026-03,54.07,21648898,40041258,2
BAJAJHFL,2026-04,44.48,69984331,157339395,23
BAJAJHFL,2026-05,52.36,39102614,74683870,18
BAJAJHIND,2026-03,30.89,17965140,58153584,2
BAJAJHIND,2026-04,33.73,104092993,308634215,23
BAJAJHIND,2026-05,37.1,59081859,159231210,18
BAJAJHLDNG,2026-03,39.16,85302,217844,2
BAJAJHLDNG,2026-04,48.02,513496,1069320,23
BAJAJHLDNG,2026-05,40.23,342911,852374,18
BAJAJINDEF,2026-03,64.37,64254,99822,2
BAJAJINDEF,2026-04,40.19,418522,1041314,23
BAJAJINDEF,2026-05,46.71,259960,556505,18
BAJAJST,2026-04,63.59,41450,65184,10
BAJAJST,2026-05,60.89,172877,283918,18
BAJEL,2026-03,42.02,476852,1134752,2
BAJEL,2026-04,29.34,3155625,10754928,23
BAJEL,2026-05,15.8,2607032,16499973,18
BAJFINANCE,2026-03,58.12,23686042,40754564,2
BAJFINANCE,2026-04,48.95,118609201,242315974,23
BAJFINANCE,2026-05,50.34,62419635,123995970,18
BALAJEE,2026-03,64.66,286648,443320,2
BALAJEE,2026-04,58.19,943546,1621371,23
BALAJEE,2026-05,73.02,528521,723852,18
BALAJITELE,2026-03,31.65,338920,1070898,2
BALAJITELE,2026-04,25.85,2998223,11600268,23
BALAJITELE,2026-05,35.66,6848998,19206544,18
BALAMINES,2026-03,54.99,231882,421642,2
BALAMINES,2026-04,42.71,1114465,2609277,23
BALAMINES,2026-05,24.36,2560269,10510843,18
BALAXI,2026-03,75.65,282478,373410,2
BALAXI,2026-04,57.88,1268144,2190827,14
BALKRISHNA,2026-03,80.72,33040,40934,2
BALKRISHNA,2026-04,48.43,590651,1219583,23
BALKRISHNA,2026-05,73.16,146312,199997,18
BALKRISIND,2026-03,42.98,289068,672488,2
BALKRISIND,2026-04,63.36,2500175,3945732,23
BALKRISIND,2026-05,59.26,1547916,2612132,18
BALMLAWRIE,2026-03,54.59,520240,952934,2
BALMLAWRIE,2026-04,41.73,2414766,5787124,23
BALMLAWRIE,2026-05,52.14,2402705,4607774,18
BALPHARMA,2026-03,79.25,29946,37786,2
BALPHARMA,2026-04,69.26,129180,186527,23
BALPHARMA,2026-05,59.6,506470,849725,18
BALRAMCHIN,2026-03,32.41,893948,2758518,2
BALRAMCHIN,2026-04,35.83,8955668,24994829,23
BALRAMCHIN,2026-05,37.91,5126682,13524825,18
BALUFORGE,2026-03,43.64,637038,1459636,2
BALUFORGE,2026-04,37.26,5740981,15409830,23
BALUFORGE,2026-05,39.98,5088570,12728902,18
BANARBEADS,2026-03,59.35,4684,7892,2
BANARBEADS,2026-04,69.69,36219,51974,23
BANARBEADS,2026-05,55.7,33944,60938,18
BANARISUG,2026-03,72.98,1064,1458,2
BANARISUG,2026-04,67.33,6091,9046,23
BANARISUG,2026-05,59.06,5688,9631,18
BANCOINDIA,2026-03,50.52,338394,669882,2
BANCOINDIA,2026-04,39.84,1904868,4781656,23
BANCOINDIA,2026-05,44.25,1197960,2707218,18
BANDHANBNK,2026-03,48.85,10634202,21770752,2
BANDHANBNK,2026-04,30.49,114190000,374531468,23
BANDHANBNK,2026-05,40.06,86393447,215636130,18
BANG,2026-03,80.87,43930,54324,2
BANG,2026-04,58.61,142518,243179,23
BANG,2026-05,49.3,80132,162542,18
BANK10ADD,2026-03,98.98,2660474,2687824,2
BANK10ADD,2026-04,98.03,47944668,48909913,23
BANK10ADD,2026-05,98.41,77254953,78506609,18
BANKA,2026-03,84.02,49730,59186,2
BANKA,2026-04,74.74,222146,297233,12
BANKADD,2026-03,78.6,1673554,2129332,2
BANKADD,2026-04,75.13,1280307,1704032,23
BANKADD,2026-05,85.39,1778284,2082645,18
BANKBARODA,2026-03,49.12,15670584,31901236,2
BANKBARODA,2026-04,44.49,114743478,257903118,23
BANKBARODA,2026-05,47.29,102619374,217003652,18
BANKBEES,2026-03,70.3,3787188,5386952,2
BANKBEES,2026-04,48.35,15253650,31545137,23
BANKBEES,2026-05,50.91,11284978,22165346,18
BANKBETA,2026-03,63.58,2222032,3494812,2
BANKBETA,2026-04,84.06,19551076,23259583,23
BANKBETA,2026-05,89.22,19767432,22156697,18
BANKBETF,2026-03,47.9,127834,266904,2
BANKBETF,2026-04,53.79,535293,995195,23
BANKBETF,2026-05,74.7,585269,783529,18
BANKETF,2026-03,78.74,86794,110230,2
BANKETF,2026-04,61.52,268432,436358,23
BANKETF,2026-05,83.45,315035,377493,18
BANKIETF,2026-03,86.35,4578928,5302814,2
BANKIETF,2026-04,68.4,17951708,26244829,23
BANKIETF,2026-05,84.0,22887433,27245823,18
BANKINDIA,2026-03,47.37,11047928,23322874,2
BANKINDIA,2026-04,35.08,96368620,274698432,23
BANKINDIA,2026-05,41.77,90918210,217664080,18
BANKNIFTY1,2026-03,74.01,3116278,4210842,2
BANKNIFTY1,2026-04,90.48,53351123,58963266,23
BANKNIFTY1,2026-05,79.91,16899801,21147286,18
BANKPSU,2026-03,61.97,100792,162658,2
BANKPSU,2026-04,57.29,502085,876347,23
BANKPSU,2026-05,82.86,479006,578106,18
BANSALWIRE,2026-03,52.68,203432,386180,2
BANSALWIRE,2026-04,31.24,1247022,3991732,23
BANSALWIRE,2026-05,67.35,1699353,2523080,18
BANSWRAS,2026-03,73.7,150416,204098,2
BANSWRAS,2026-04,61.65,588081,953832,23
BANSWRAS,2026-05,58.9,341714,580183,18
BASF,2026-03,43.0,45356,105472,2
BASF,2026-04,48.86,199003,407291,23
BASF,2026-05,37.74,302765,802189,18
BASML,2026-03,83.27,965368,1159308,2
BASML,2026-04,57.97,1551096,2675874,23
BASML,2026-05,60.9,1270901,2086870,18
BATAINDIA,2026-03,47.41,247582,522206,2
BATAINDIA,2026-04,40.99,1820298,4440660,23
BATAINDIA,2026-05,47.79,969768,2029079,18
BATLIBOI,2026-04,64.14,94875,147917,10
BATLIBOI,2026-05,73.41,345038,470034,18
BAYERCROP,2026-03,33.08,27906,84368,2
BAYERCROP,2026-04,59.45,284431,478424,23
BAYERCROP,2026-05,47.9,169785,354436,18
BBETF0432,2026-03,94.13,19728,20958,2
BBETF0432,2026-04,90.79,61735,67994,23
BBETF0432,2026-05,91.69,32898,35880,18
BBL,2026-03,48.66,46486,95528,2
BBL,2026-04,50.47,765101,1515883,23
BBL,2026-05,47.79,593401,1241713,18
BBNPNBETF,2026-03,84.98,17330,20394,2
BBNPNBETF,2026-04,72.94,46554,63823,23
BBNPNBETF,2026-05,93.78,50736,54100,18
BBNPPGOLD,2026-03,62.33,18774,30120,2
BBNPPGOLD,2026-04,88.48,889101,1004907,23
BBNPPGOLD,2026-05,73.89,159442,215788,18
BBOX,2026-03,41.16,326976,794494,2
BBOX,2026-04,29.47,5363497,18200715,23
BBOX,2026-05,24.85,8829868,35534113,18
BBTC,2026-03,47.52,70224,147788,2
BBTC,2026-04,52.92,909422,1718539,23
BBTC,2026-05,38.58,402695,1043793,18
BBTCL,2026-03,86.55,9652,11152,2
BBTCL,2026-04,60.55,64348,106276,23
BBTCL,2026-05,70.72,61441,86880,18
BCG,2026-05,51.85,31866213,61463235,7
BCLIND,2026-03,51.47,1312734,2550274,2
BCLIND,2026-04,41.78,9887422,23667762,23
BCLIND,2026-05,44.31,6740009,15210652,18
BCONCEPTS,2026-03,50.43,37382,74120,2
BCONCEPTS,2026-04,47.67,102959,215967,23
BCONCEPTS,2026-05,55.27,106047,191863,18
BCPL,2026-03,31.19,90508,290182,2
BCPL,2026-04,33.8,614188,1817033,23
BCPL,2026-05,44.08,537822,1220146,18
BDL,2026-03,33.69,1622228,4815808,2
BDL,2026-04,25.94,9366007,36111660,23
BDL,2026-05,30.87,5745498,18609404,18
BEARDSELL,2026-03,75.73,84140,111100,2
BEARDSELL,2026-04,66.76,344533,516105,23
BEARDSELL,2026-05,63.9,233121,364805,18
BECTORFOOD,2026-03,57.52,1020480,1774090,2
BECTORFOOD,2026-04,50.67,10069751,19871297,23
BECTORFOOD,2026-05,58.86,7687345,13059381,18
BEDMUTHA,2026-05,81.7,18896,23129,7
BEEKAY,2026-04,80.98,11077,13679,10
BEEKAY,2026-05,71.2,30873,43361,18
BEL,2026-03,38.44,17448924,45389484,2
BEL,2026-04,43.71,147680772,337866411,23
BEL,2026-05,46.6,105012441,225339547,18
BELLACASA,2026-03,50.78,13276,26144,2
BELLACASA,2026-04,51.55,194851,377965,23
BELLACASA,2026-05,61.47,87704,142688,18
BELRISE,2026-03,35.08,2074612,5913804,2
BELRISE,2026-04,36.89,36571299,99133105,23
BELRISE,2026-05,42.15,32450746,76985414,18
BEML,2026-03,43.34,401816,927048,2
BEML,2026-04,26.63,2454068,9214911,23
BEML,2026-05,37.47,2074818,5537334,18
BENGALASM,2026-04,60.65,1273,2099,10
BENGALASM,2026-05,69.88,2299,3290,18
BEPL,2026-03,55.96,512332,915612,2
BEPL,2026-04,46.31,8993282,19421780,23
BEPL,2026-05,49.2,3770594,7663796,18
BERGEPAINT,2026-03,52.26,400170,765714,2
BERGEPAINT,2026-04,42.85,2525384,5892871,23
BERGEPAINT,2026-05,27.64,5544489,20062023,18
BESTAGRO,2026-04,59.05,980250,1660049,5
BESTAGRO,2026-05,57.47,6734273,11718259,18
BETA,2026-03,46.54,51212,110038,2
BETA,2026-04,49.45,120851,244411,23
BETA,2026-05,52.59,237336,451301,18
BFINVEST,2026-03,62.49,72962,116750,2
BFINVEST,2026-04,48.91,183131,374448,23
BFINVEST,2026-05,62.28,274862,441352,18
BFSI,2026-03,80.24,3367982,4197582,2
BFSI,2026-04,67.59,6202236,9176601,23
BFSI,2026-05,67.58,4548849,6730669,18
BFUTILITIE,2026-04,54.56,294802,540324,9
BFUTILITIE,2026-05,52.74,366807,695447,18
BHAGCHEM,2026-03,54.66,462666,846442,2
BHAGCHEM,2026-04,40.61,1613488,3973079,23
BHAGCHEM,2026-05,56.57,584336,1033031,18
BHAGERIA,2026-03,58.59,77848,132864,2
BHAGERIA,2026-04,50.53,505050,999549,23
BHAGERIA,2026-05,56.05,288164,514129,18
BHAGYANGR,2026-03,54.82,174060,317490,2
BHAGYANGR,2026-04,35.39,4629005,13081020,21
BHANDARI,2026-03,70.57,1605644,2275302,2
BHANDARI,2026-04,58.38,10032096,17185449,23
BHANDARI,2026-05,72.97,5519321,7563847,8
BHARATCOAL,2026-03,49.59,14203918,28644618,2
BHARATCOAL,2026-04,34.34,106543756,310242333,23
BHARATCOAL,2026-05,24.1,147374276,611485244,18
BHARATFORG,2026-03,43.25,1588402,3672512,2
BHARATFORG,2026-04,46.94,13706602,29197261,23
BHARATFORG,2026-05,41.97,10753119,25621595,18
BHARATGEAR,2026-03,53.6,93304,174090,2
BHARATGEAR,2026-04,54.06,492104,910272,23
BHARATGEAR,2026-05,55.43,640330,1155175,18
BHARATRAS,2026-03,52.16,42034,80594,2
BHARATRAS,2026-04,44.85,237615,529853,23
BHARATRAS,2026-05,40.59,126696,312127,18
BHARATSE,2026-03,50.63,195986,387094,2
BHARATSE,2026-04,33.16,1762193,5314347,23
BHARATSE,2026-05,32.58,2057438,6314288,18
BHARATWIRE,2026-03,59.14,368972,623918,2
BHARATWIRE,2026-04,22.05,8609551,39042905,23
BHARATWIRE,2026-05,36.1,5046770,13979051,18
BHARTIARTL,2026-03,49.47,14090376,28480258,2
BHARTIARTL,2026-04,55.44,122263091,220533806,23
BHARTIARTL,2026-05,62.95,110510547,175545926,18
BHARTIHEXA,2026-03,56.37,230024,408034,2
BHARTIHEXA,2026-04,68.93,3403052,4937006,23
BHARTIHEXA,2026-05,51.22,1175141,2294088,18
BHEL,2026-03,33.72,8302120,24617822,2
BHEL,2026-04,41.68,198836987,477066900,23
BHEL,2026-05,33.83,132262529,390912995,18
BI,2026-04,81.12,37770,46558,10
BI,2026-05,66.71,101576,152269,18
BIGBLOC,2026-03,57.21,510422,892260,2
BIGBLOC,2026-04,46.77,1199052,2563559,23
BIGBLOC,2026-05,51.01,2115926,4147689,18
BIKAJI,2026-03,59.7,310122,519486,2
BIKAJI,2026-04,52.68,1946644,3694933,23
BIKAJI,2026-05,40.62,977121,2405405,18
BIL,2026-03,71.24,5480,7692,2
BIL,2026-04,38.48,50000,129940,23
BIL,2026-05,70.68,40326,57058,18
BIMETAL,2026-04,86.45,1008,1166,10
BIMETAL,2026-05,78.34,2594,3311,18
BIOCON,2026-03,38.81,2505594,6455738,2
BIOCON,2026-04,45.82,38679901,84410952,23
BIOCON,2026-05,45.1,47182529,104624077,18
BIOFILCHEM,2026-03,69.02,39408,57100,2
BIOFILCHEM,2026-04,55.46,350302,631620,23
BIOFILCHEM,2026-05,36.3,431624,1189114,18
BIRLACABLE,2026-03,53.98,95580,177072,2
BIRLACABLE,2026-04,40.71,1860942,4571466,21
BIRLACORPN,2026-03,46.01,134882,293158,2
BIRLACORPN,2026-04,45.4,834928,1839074,23
BIRLACORPN,2026-05,34.46,937307,2720362,18
BIRLAMONEY,2026-03,56.33,147834,262440,2
BIRLAMONEY,2026-04,40.08,1518289,3788393,23
BIRLAMONEY,2026-05,50.03,472229,943945,18
BIRLANU,2026-03,68.73,34994,50912,2
BIRLANU,2026-04,44.8,106527,237757,23
BIRLANU,2026-05,46.79,113250,242036,18
BIRLAPREC,2026-04,74.88,148310,198070,10
BIRLAPREC,2026-05,50.36,1581012,3139472,18
BLACKBUCK,2026-03,45.36,760952,1677614,2
BLACKBUCK,2026-04,51.2,8733066,17055844,23
BLACKBUCK,2026-05,47.48,7999297,16847045,18
BLACKROSE,2026-04,86.61,52219,60290,10
BLACKROSE,2026-05,49.71,452695,910658,18
BLAL,2026-03,74.44,103030,138408,2
BLAL,2026-04,57.4,352017,613277,23
BLAL,2026-05,50.27,329628,655684,18
BLIL,2026-04,68.32,415713,608505,10
BLIL,2026-05,62.65,1340790,2140203,18
BLISSGVS,2026-03,29.81,1105486,3707836,2
BLISSGVS,2026-04,40.97,16777678,40951270,23
BLISSGVS,2026-05,35.25,23270370,66019266,18
BLKASHYAP,2026-03,55.39,974912,1760098,2
BLKASHYAP,2026-04,41.56,7840918,18865143,23
BLKASHYAP,2026-05,56.74,6407506,11293331,18
BLS,2026-03,22.62,1596348,7056838,2
BLS,2026-04,13.28,12612881,94982801,23
BLS,2026-05,20.23,10393601,51372865,18
BLSE,2026-03,46.58,404388,868094,2
BLSE,2026-04,44.44,3662201,8240338,23
BLSE,2026-05,48.03,2586264,5385064,18
BLUECHIP,2026-05,100.0,342122,342122,13
BLUECOAST,2026-03,49.17,2356,4792,2
BLUECOAST,2026-04,58.72,65553,111628,21
BLUEDART,2026-03,61.77,44682,72332,2
BLUEDART,2026-04,46.63,155930,334393,23
BLUEDART,2026-05,42.08,126667,300993,18
BLUEJET,2026-03,48.14,878824,1825644,2
BLUEJET,2026-04,41.24,4740775,11494606,23
BLUEJET,2026-05,28.3,4030643,14241070,18
BLUESTARCO,2026-03,39.54,658706,1665908,2
BLUESTARCO,2026-04,40.13,8479546,21132684,23
BLUESTARCO,2026-05,36.25,3659853,10095856,18
BLUESTONE,2026-03,28.81,157972,548410,2
BLUESTONE,2026-04,24.07,3859442,16035448,23
BLUESTONE,2026-05,38.85,1148673,2956394,18
BLUSPRING,2026-03,60.33,690162,1143958,2
